coeff_freshwater_withdraw,coeff_pmeato3,coeff_pmeato4,cor,type
0.433008119300858,0.177945194502583,0,0.656239560252832,declining_TWS
-0.406096794830164,0.394472318318788,-0.138836568012633,0.460616032647073,increasing_TWS
0.176657273283175,-0.120888204216984,0.373940298851991,0.643828734923005,increasing_TWS
-0.325538056688483,-0.0213554932994084,-0.0118057399291315,0.332750935559223,increasing_TWS
-0.129276771440867,0.553113587805564,0,0.577331090488212,declining_TWS
0.199983392864941,-0.10410110679303,-0.183702954339073,0.337800593041442,increasing_TWS
-0.320994093811327,0.515076447608844,0.168732494190555,0.50202633265402,increasing_TWS
-0.0952897348179911,0.450316907468426,0,0.505383136633001,declining_TWS
-0.676734210607477,0.451035516473772,0.174421183709804,0.68116332335929,increasing_TWS
0.25819614985964,0.210310980012616,0,0.386446305766491,declining_TWS
-0.474948615161742,0.509767525089013,-0.0636896423797518,0.60396746659191,increasing_TWS
-1.02686683765641,0.217743816993779,-0.284343535202814,0.678040249136891,increasing_TWS
-0.403241882007477,-0.104420042842792,0.0403971530423418,0.541749460398348,increasing_TWS
0.310987971739708,0.377303627597761,0,0.337878147078126,declining_TWS
0.121207084206515,-0.074741042798929,-0.166941637052649,0.163004904003833,increasing_TWS
0.935618843127243,0.0287880741330977,0,0.941554318880495,declining_TWS
0.423852145299897,0.232515746601639,0,0.512463708149063,declining_TWS
0.0315183452551876,-0.0660609825560783,0.13891413116513,0.22408012387603,increasing_TWS
-0.0594321781116724,0.405591377218917,0,0.433493432254407,declining_TWS
-0.154463877667378,0.450678559428774,0,0.513147269269791,declining_TWS
0.0545517223400417,0.0182081249842016,0,0.0721343320677701,declining_TWS
-0.432831948276377,0.586715772964793,0,0.818362008376644,declining_TWS
-0.15079406062175,0.479996801160559,0,0.516239796567019,declining_TWS
-0.489533623773758,0.600270333453836,0,0.821411169507013,declining_TWS
-0.3294060824191,0.179021850650841,0,0.511140560426381,declining_TWS
-0.238255735139951,0.346253898547391,0.299134988363515,0.246544420195292,increasing_TWS
-0.0414786366756384,0.53486474439556,0,0.594618050200527,declining_TWS
0.168979033699712,0.0115236939264928,0,0.166618734412339,declining_TWS
-0.290264651190655,0.397739350261806,0,0.705973310394221,declining_TWS
0.342327000531312,0.670643572352516,0,0.830492127628901,declining_TWS
0.164409326842495,0.255384536993836,-0.0419430438806274,0.289102410674308,increasing_TWS
-0.171630744328297,-0.589659573043278,-0.133787764146533,0.598641942318978,increasing_TWS
1.03471600480184,0.068109884929586,0,0.872597271794513,declining_TWS
-0.513637414956484,0.541875761834323,0,0.835232652010227,declining_TWS
-0.252720640674289,-0.627491169024626,-0.590344388392051,0.536634919945273,increasing_TWS
-0.3273075165587,0.720765179009685,0,0.705177675508946,declining_TWS
0.515660653538666,0.459702764349384,0,0.77670490214596,declining_TWS
0.862571574737886,0.0266056303648789,0,0.760074366911745,declining_TWS
-0.636969579599973,0.174780057355782,0,0.899814703815314,declining_TWS
-0.148822071916211,-0.202434381380437,-0.193716584957384,0.275760599323376,increasing_TWS
0.23150923006909,0.354659565909711,0,0.643586069307366,declining_TWS
0.15523060677535,0.159173650868811,0,0.382099989093966,declining_TWS
-0.701669955676284,-0.11747859533468,0,0.618221255258752,declining_TWS
-0.0205356775169191,-0.445503558696168,-0.344623284804562,0.319390888542457,increasing_TWS
-0.0396334936764185,0.330288507362199,0,0.389969787428085,declining_TWS
0.27791738257573,0.412278319315258,0,0.342199203219398,declining_TWS
0.649412735637687,0.361220697839163,0,0.901545007018894,declining_TWS
0.136238985274232,0.364600585889147,0,0.558760873510686,declining_TWS
-0.44807336597173,0.54223780153646,0,0.83589813112138,declining_TWS
-0.989843690513554,-0.0470647752836628,0,0.937251515561689,declining_TWS
0.470887730503975,0.372054592320818,0,0.852291508647576,declining_TWS
0.0864480659453838,0.661462474618808,0,0.655872826149206,declining_TWS
-0.438868231499918,0.415066004582632,0,0.819522652497721,declining_TWS
-0.346366638815566,0.611877789724744,0,0.83562061550929,declining_TWS
